건물명,주소,층,거래일,거래금액,면적,평,건축년도,위도,경도,평당보증금,평당월세,평당보증금평균,평당월세평균
래미안파크스위트, 구의동 668,8층,2020 12 29,"    72,000/         0",84.98,25.7,2018,37.545794524228704,127.090263732378,2801.556420233463,0.0,2588.123387308296,1.468090587711695
삼성쉐르빌, 구의동 199-18,10층,2020 12 16,"    64,000/        42",144.51,43.7,2001,37.5399475215877,127.094820077966,1464.5308924485125,0.9610983981693363,1646.9043913475416,1.0029924842954672
현대13차폴라트리움, 구의동 199-23,4층,2020 10 26,"    90,000/         0",154.92,46.9,2006,37.5394329898022,127.09462572978201,1918.9765458422175,0.0,2089.631403274931,0.37798022872649734
스타파크아파트, 구의동 80-37,2층,2020 12 31,"    41,000/         0",57.21,17.3,2018,37.5456848093324,127.08554761942301,2369.942196531792,0.0,2326.121354990797,0.0
구의강변우성아파트, 구의동 546-7,11층,2020 11 27,"    62,000/         0",84.76,25.6,1992,37.5354484491899,127.09299969345601,2421.875,0.0,1786.376953125,0.9130859375
강변힐하우스, 구의동 596-1,6층,2020 12 30,"    15,000/         0",12.83,3.9,2015,37.5336487123695,127.090350768965,3846.153846153846,0.0,3598.0107855107854,0.0
솔렌시아2, 구의동 236-25,5층,2020 2 21,"     4,000/        85",32.77,9.9,2015,37.5429468445095,127.084668190516,404.04040404040404,8.585858585858585,1943.1907729780069,2.8619528619528616
강변현대하이엘, 구의동 547,16층,2020 5 25,"    56,000/         0",84.72,25.6,2004,37.5341546120557,127.09221632561301,2187.5,0.0,1710.5658378539852,0.0
옥산그린타워, 구의동 587-64,7층,2020 12 4,"     3,500/        50",31.8,9.6,2020,37.5357195925496,127.09188463923599,364.58333333333337,5.208333333333334,1094.742594191186,4.030216215415161
현대파크빌, 광장동 577,12층,2020 12 30,"    85,000/         0",84.81,25.7,2000,37.544306734656,127.101489704272,3307.3929961089493,0.0,2541.208120851552,1.1495237712410422
극동2, 광장동 218-1,6층,2020 12 28,"    60,000/         0",75.55,22.9,1989,37.5431578504362,127.104036649666,2620.087336244542,0.0,1847.9937204998423,0.6393263566872024
금호베스트빌, 광장동 578,9층,2020 12 31,"    53,000/         0",84.91,25.7,2001,37.543735198934996,127.093982301708,2062.2568093385216,0.0,2356.3022359806328,0.6363862196138569
광나루현대, 광장동 567,3층,2020 12 29,"    44,000/         0",84.92,25.7,1996,37.547124043361706,127.108606346036,1712.0622568093386,0.0,1913.247258577998,0.6013441811107181
현대5, 광장동 554-7,17층,2020 12 26,"    61,950/         0",84.53,25.6,1989,37.5397755812075,127.10017881678002,2419.921875,0.0,2187.658697650841,0.9573519750239367
신동아파밀리에, 광장동 250,12층,2020 12 28,"    10,000/       180",84.69,25.6,2007,37.54695194799879,127.104743154226,390.625,7.03125,2416.3318452380954,0.5636160714285714
워커힐푸르지오, 광장동 148-4,9층,2020 10 30,"    47,000/         0",69.0,20.9,1987,37.5496807899474,127.108892914284,2248.8038277511964,0.0,1965.6206976216629,1.249828819571124
현대3, 광장동 484,2층,2020 12 23,"    63,000/         0",84.97,25.7,1990,37.540535679695296,127.09837525081801,2451.36186770428,0.0,2167.8929203242633,0.6699500445800627
청구, 광장동 566,14층,2020 12 28,"    50,000/       110",84.86,25.7,1996,37.542490973034795,127.09624782782,1945.5252918287938,4.280155642023346,2289.596061654878,0.7182363437023024
상록타워아파트, 광장동 570,24층,2020 12 26,"    10,000/       100",59.98,18.1,1997,37.542343008696896,127.10104347023199,552.4861878453038,5.524861878453038,1954.865141966738,1.0558808330606124
워커힐, 광장동 145-8,12층,2020 12 28,"    40,000/       190",162.41,49.1,1981,37.5504797782091,127.10663296748001,814.6639511201629,3.8696537678207736,1254.441776220604,0.6476938328248856
광장현대9단지, 광장동 576,7층,2020 12 22,"    61,400/         0",84.96,25.7,1999,37.542507337252104,127.097750657016,2389.105058365759,0.0,2453.81647643835,1.0668958252563208
유진스웰, 광장동 121,15층,2020 10 14,"   150,000/         0",142.431,43.1,2011,37.550387028186705,127.10927553652901,3480.278422273782,0.0,2292.8435194912445,0.0
광장힐스테이트, 광장동 582,3층,2020 12 30,"    81,900/        80",84.9,25.7,2012,37.543160302724296,127.09968053826701,3186.7704280155644,3.11284046692607,3274.311021368625,0.7750776213918721
"현대8(801동,802동)", 광장동 565,14층,2020 12 18,"    44,534/        36",84.92,25.7,1995,37.541944658286,127.09972251671002,1732.8404669260701,1.4007782101167316,2396.4110780498972,0.7965209430075532
삼성광장2, 광장동 453-1,11층,2020 12 26,"    48,000/         0",58.62,17.7,1989,37.5424316505562,127.102043834008,2711.8644067796613,0.0,2240.9570985489054,0.0
한강아남, 자양동 830,9층,2020 12 5,"    41,400/         0",84.87,25.7,1995,37.5334205466981,127.06505328237101,1610.8949416342414,0.0,1708.2791848899276,0.2717391304347826
한강성원, 자양동 831-1,7층,2020 9 5,"    50,000/         0",59.46,18.0,1997,37.533257930809704,127.06593527210501,2777.777777777778,0.0,1707.9927509061365,1.4220097487814025
자양현대6, 자양동 786,4층,2020 12 5,"     5,000/       140",59.98,18.1,1999,37.53287352078979,127.071703672387,276.2430939226519,7.734806629834254,1939.8211604260857,1.6238204102368703
자양우성7, 자양동 783-1,3층,2020 12 21,"    90,000/         0",84.93,25.7,1998,37.536414602716,127.074577441646,3501.9455252918287,0.0,1997.6745828713922,1.629284531922277
우성6, 자양동 515-1,2층,2020 12 31,"    10,000/       140",84.78,25.6,1992,37.536713319306,127.070579560324,390.625,5.46875,800.78125,3.80859375
우성3, 자양동 516,2층,2020 12 25,"    10,000/       140",84.91,25.7,1989,37.5360130896311,127.071890887283,389.1050583657588,5.447470817120623,1965.9463173537495,0.9108984104986451
자양7차현대홈타운, 자양동 788,2층,2020 12 15,"    60,000/         0",59.94,18.1,2001,37.5330028658266,127.06975940649099,3314.917127071823,0.0,2127.4626153588306,1.3965992472256823
한화꿈에그린, 자양동 853,1층,2020 9 24,"    75,000/         0",138.85,42.0,2006,37.533625368115395,127.06180495551901,1785.7142857142858,0.0,1494.047619047619,0.5372023809523809
이튼타워리버5차, 자양동 856,5층,2020 12 22,"    60,000/         0",84.92,25.7,2009,37.5321687755583,127.069072371033,2334.6303501945526,0.0,2346.5115724854236,1.847487489470095
우성1, 자양동 579,2층,2020 12 21,"    33,075/         0",59.91,18.1,1988,37.5343888532979,127.07559626896001,1827.3480662983425,0.0,1815.098964470827,0.7149603705734925
한라, 자양동 762,2층,2020 12 12,"    40,000/         0",59.96,18.1,1996,37.5357114480125,127.070109766429,2209.944751381215,0.0,1926.864248493219,0.7120845889837601
한강현대, 자양동 829,17층,2020 12 23,"    33,000/        66",83.45,25.2,1993,37.5330596989621,127.06689003170601,1309.5238095238096,2.619047619047619,1727.6785714285713,0.8214285714285715
우성2, 자양동 520-2,6층,2020 12 22,"    46,200/         0",80.1,24.2,1989,37.533316531994295,127.074040807666,1909.0909090909092,0.0,1831.289861165228,0.8509504739081614
자양동현대, 자양동 645-5,9층,2020 12 17,"    40,000/        80",84.55,25.6,1993,37.5281240858845,127.082401356763,1562.5,3.125,1505.9521529267545,0.4089411584431505
한강우성, 자양동 87-1,11층,2020 12 12,"    52,500/         0",84.72,25.6,1993,36.3396557846845,127.45174136663799,2050.78125,0.0,1843.975360576923,1.0892427884615385
로얄동아, 자양동 644,16층,2020 12 7,"    53,000/         0",59.91,18.1,1999,37.5282188182966,127.081388593557,2928.17679558011,0.0,1912.9700793188515,0.12159533073929961
자양현대5, 자양동 642,2층,2020 12 18,"    52,000/         0",59.72,18.1,1998,37.5285869924282,127.07826667228201,2872.92817679558,0.0,1695.0810265868413,0.8848730577893994
자양9차현대홈타운, 자양동 790,1층,2020 10 30,"    72,000/         0",82.56,25.0,2002,37.533702195211795,127.06917678670901,2880.0,0.0,2002.3605959258134,1.6400000000000001
자양10차현대홈타운, 자양동 792,1층,2020 12 11,"    55,600/         0",84.46,25.5,2002,37.533429367788,127.07052853213001,2180.392156862745,0.0,1874.0495248711488,2.1568627450980395
자양2현대, 자양동 761,15층,2020 12 16,"    55,650/         0",84.88,25.7,1995,37.5342187985968,127.070579519459,2165.3696498054474,0.0,1968.0863201446068,0.7574291835959613
자양동명진센트라임, 자양동 219-11,13층,2020 12 15,"    30,400/         0",34.25,10.4,2017,37.5364191947145,127.08187046862301,2923.076923076923,0.0,2946.29669971445,0.0
구의현대홈시티, 자양동 779-8,5층,2020 12 5,"    52,500/         0",84.92,25.7,2006,37.537422458601,127.08306725072599,2042.8015564202335,0.0,1736.7337731912255,1.1284046692607004
더샵스타시티, 자양동 227-7,34층,2020 12 22,"    94,500/         0",119.41,36.1,2007,37.5378104332843,127.072590800539,2617.7285318559557,0.0,2530.550896031325,1.1078485626414394
테라팰리스 건대2차, 자양동 860,1층,2020 7 9,"    68,000/         0",82.94,25.1,2018,37.5382829735316,127.07795149494899,2709.163346613546,0.0,2715.3154115820184,0.0
한양, 자양동 695,4층,2020 12 21,"    70,000/         0",157.87,47.8,1983,37.53127339679121,127.091062925746,1464.4351464435147,0.0,1182.155811295042,0.4035020965540936
현대3, 자양동 670,16층,2020 12 28,"    29,000/        45",84.9,25.7,1996,37.5286056008461,127.083429522225,1128.4046692607005,1.7509727626459144,1612.7000001954316,0.8807874735922546
금성, 자양동 582-15,1층,2020 1 31,"    30,000/         0",61.69,18.7,2003,37.5320418652806,127.07386804788,1604.2780748663101,0.0,1331.4626549920667,0.6410256410256411
래미안 프리미어팰리스, 자양동 859,28층,2020 11 19,"    93,000/         0",84.79,25.6,2017,37.5377127165626,127.081549994917,3632.8125,0.0,2141.8327143919296,1.0243843673439978
우방리버파크, 자양동 793,1층,2020 12 21,"    55,000/         0",59.87,18.1,2003,37.5311911198975,127.07053573612,3038.674033149171,0.0,2279.910117749821,0.47899862302746143
와이엠프라젠스파, 자양동 663-21,12층,2020 6 10,"    55,000/         0",124.08,37.5,2005,37.5309022476047,127.084152461318,1466.6666666666667,0.0,1740.376676986584,0.21929824561403508
진넥스빌, 자양동 588-20,11층,2020 6 17,"    46,000/         0",204.37,61.8,2001,37.53047786491,127.072660055527,744.336569579288,0.0,848.8802314992702,0.31148867313915857
한강극동, 자양동 57-103,11층,2020 12 29,"    30,000/        35",84.45,25.5,1991,37.5337139080736,127.064528760378,1176.4705882352941,1.3725490196078431,1472.3539086687308,0.5985552115583076
구의역현대하이엘, 자양동 779-11,10층,2020 11 12,"    39,900/         0",59.92,18.1,2005,37.5379027096985,127.082983279863,2204.419889502762,0.0,1187.3184446970429,3.3502919570817213
자양8차현대홈타운, 자양동 789,18층,2020 12 19,"    88,000/         0",80.47,24.3,2002,37.5334962258836,127.071876476857,3621.3991769547324,0.0,2220.2147947405397,0.9928781947752138
이튼타워리버1차, 자양동 510-5,25층,2020 11 13,"    69,000/         0",84.59,25.6,2006,37.536965611891105,127.069719360339,2695.3125,0.0,2028.8706802105337,2.5360564309459974
우성4, 자양동 578,1층,2020 12 10,"    50,000/        25",84.96,25.7,1989,37.5352019969076,127.075802256119,1945.5252918287938,0.9727626459143969,1890.9795142405342,0.42369217466493736
광진하우스토리한강, 자양동 813,9층,2020 10 14,"   110,000/         0",141.54,42.8,2008,37.5300009352074,127.089757860142,2570.0934579439254,0.0,1725.6424612469227,1.3532518130046018
경남아너스빌, 자양동 666-28,4층,2020 11 17,"    20,000/        50",59.79,18.1,1997,37.5294780494514,127.08391673565399,1104.9723756906076,2.762430939226519,1679.7415667721145,0.8709801710210162
대동, 자양동 784-1,19층,2020 12 28,"    40,000/         0",59.54,18.0,1999,37.5364168018,127.06832530785,2222.222222222222,0.0,2103.2622087813625,0.6774193548387096
자양삼성, 자양동 787,3층,2020 12 21,"    40,950/         0",59.76,18.1,1999,37.5321586930471,127.071734183686,2262.430939226519,0.0,1911.7501574940222,1.0524049621334828
대보, 자양동 798-4,4층,2020 10 17,"    46,500/         0",81.46,24.6,2003,37.536917530431296,127.07781266369801,1890.2439024390242,0.0,1388.8888888888887,0.0
씨즈 건대힐스, 화양동 530,5층,2020 12 19,"     1,000/        65",14.23,4.3,2017,37.5461773400906,127.074648821583,232.55813953488374,15.116279069767442,768.8883943473905,12.186862505099958
광진코지웰, 화양동 113-1,9층,2020 12 30,"     1,000/        60",14.0,4.2,2014,37.5470306772233,127.071847319779,238.09523809523807,14.285714285714285,589.7421754939028,10.930762609203342
신원리브웰 화양동 주상복합, 화양동 111-88,5층,2020 6 11,"     4,000/        60",20.665,6.3,2019,37.5456614185971,127.073727261781,634.9206349206349,9.523809523809524,905.6956115779645,9.663865546218489
아스하임(111-102), 화양동 111-102,16층,2020 12 28,"     2,000/        68",14.09,4.3,2018,37.547463422162,127.072067378709,465.1162790697675,15.813953488372094,1785.9268275329325,8.856114815417142
테라팰리스 건대1차, 화양동 531,3층,2020 11 24,"    15,000/         0",80.19,24.3,2019,37.5439066535383,127.06809269900299,617.283950617284,0.0,1357.42246311352,0.0
화양현대, 화양동 234,6층,2020 12 20,"    31,500/         0",59.97,18.1,1999,37.544503483874294,127.065832094362,1740.331491712707,0.0,1815.9235061064262,0.8432683919744111
화양타워, 화양동 110-37,2층,2020 12 22,"    10,000/         0",19.0,5.7,1999,37.5470622164487,127.071147152334,1754.3859649122805,0.0,1242.4751315672133,1.624399759903962
일성파크, 군자동 99,20층,2020 12 18,"    40,000/         0",59.96,18.1,1996,37.3615257790699,126.806147340557,2209.944751381215,0.0,1389.4855891983093,1.2980200786809124
에피소드1, 군자동 355-5,11층,2020 12 19,"    22,000/         0",17.81,5.4,2014,37.548746484321796,127.06813478685801,4074.074074074074,0.0,3070.987654320987,2.4999999999999996
동양파라곤, 군자동 360-20,5층,2020 12 9,"    67,000/         0",84.87,25.7,2008,37.5485883679549,127.07020865953501,2607.0038910505837,0.0,1575.035704207182,0.3031451307313376
텐즈힐(2구역), 상왕십리동 811,16층,2020 12 10,"    42,000/        92",84.9,25.7,2014,37.5693361281972,127.02537599043998,1634.2412451361868,3.5797665369649807,2305.357607017559,2.048808727177956
센트럴큐브, 상왕십리동 12-47,18층,2020 8 10,"    25,000/         0",19.42,5.9,2019,37.5706568177159,127.02552013356701,4237.28813559322,0.0,3550.8474576271183,1.271186440677966
센트라스아파트, 하왕십리동 1070,7층,2020 12 30,"    43,000/         0",40.94,12.4,2016,37.5663379455023,127.028445899926,3467.7419354838707,0.0,2774.9607811377978,2.196629022407391
텐즈힐아파트(1단지), 하왕십리동 1066,9층,2020 12 30,"    70,000/         0",84.96,25.7,2015,37.568535057088106,127.02804415588801,2723.7354085603115,0.0,2670.2446822030965,1.1454824073672958
왕십리풍림아이원, 하왕십리동 1061,15층,2020 12 29,"     3,000/       210",84.417,25.5,2004,37.55911684740639,127.02508409522699,117.6470588235294,8.235294117647058,2069.569544827007,1.036741554579415
한신무학, 하왕십리동 990,12층,2020 12 17,"    22,000/        80",114.59,34.7,1989,37.5624008567215,127.028541706876,634.0057636887608,2.3054755043227666,1555.1975824991173,0.8166698758704678
청계벽산, 하왕십리동 258,17층,2020 12 19,"    48,000/         0",84.94,25.7,1996,37.5687173240877,127.031894165003,1867.704280155642,0.0,1604.1939344608022,0.6636218112919604
무학현대, 하왕십리동 992,6층,2020 12 21,"    40,000/         0",84.495,25.6,1996,37.5611818743458,127.027853978603,1562.5,0.0,1447.998046875,0.16276041666666666
극동미라주, 하왕십리동 1058,9층,2020 12 19,"    40,000/        85",84.33,25.5,2001,37.558521136053706,127.023269726045,1568.6274509803923,3.3333333333333335,1784.334540995413,0.7008420923228226
왕십리자이, 하왕십리동 1071,18층,2020 12 23,"    52,400/         0",59.99,18.1,2017,37.5606821452362,127.02448963652999,2895.027624309392,0.0,1793.6499547728047,2.2943345500014796
금호베스트빌, 하왕십리동 1052,3층,2020 11 24,"     2,000/       125",59.79,18.1,2001,37.561340406275,127.02590081182699,110.49723756906076,6.906077348066297,1427.3187478743973,1.088259153047476
상리제나우스, 하왕십리동 966-18,3층,2020 12 23,"     1,000/        55",12.84,3.9,2013,37.56231024271379,127.032871581342,256.4102564102564,14.102564102564102,676.1133603238866,12.078272604588388
블루빌, 하왕십리동 890-446,5층,2020 8 25,"     8,000/        70",41.33,12.5,2014,37.563422788386205,127.027630577096,640.0,5.6,556.5343687086569,7.881880931837792
왕십리KCC스위첸, 하왕십리동 1002,12층,2020 12 11,"    85,000/         0",84.897,25.7,2016,37.560883632041396,127.026651584718,3307.3929961089493,0.0,2438.546769602918,0.8956763375742003
청계대주파크빌, 홍익동 53,2층,2020 11 30,"    42,000/         0",84.98,25.7,2005,37.5674966255742,127.031391324286,1634.2412451361868,0.0,1708.171206225681,0.23346303501945526
